"Id","SalePrice"
1581,158504.408246057
1582,124637.091096482
1583,313366.510894747
1584,214866.415132947
1585,140825.192404268
1586,67486.4185703461
1587,102348.24266198
1588,157751.060165897
1589,100000.779332563
1590,130439.928450546
1591,92882.3066529291
1592,119209.101380019
1593,125773.157178518
1594,153999.363989646
1595,95646.079143227
1596,218935.268232721
1597,188495.058353008
1598,219148.032418836
1599,173618.915296871
1600,159119.914063593
1601,72004.5450778968
1602,115474.798232326
1603,85219.7688314176
1604,273480.516172246
1605,244124.049086174
1606,161067.038974792
1607,170110.065768128
1608,203509.039753309
1609,181176.967024687
1610,154989.496368092
1611,131949.797636454
1612,178614.77964973
1613,167667.545532801
1614,129038.846605678
1615,90438.1963322598
1616,77667.2742568093
1617,96272.7519770067
1618,123173.67409309
1619,149030.07923872
1620,188838.216697107
1621,139386.573446982
1622,145858.546674873
1623,266886.436679112
1624,213212.910502252
1625,121921.689909471
1626,164345.489871357
1627,193937.81617827
1628,288128.939756926
1629,178458.137009767
1630,368830.498502572
1631,220049.417643726
1632,242601.898532678
1633,166818.696136181
1634,189415.687879397
1635,172778.074808053
1636,150141.976684964
1637,200539.348376942
1638,184376.871932051
1639,187912.695876487
1640,252761.386262354
1641,182953.151034876
1642,237096.472277243
1643,216667.047806182
1644,231461.294034058
1645,206790.503750014
1646,156477.086291245
1647,157931.177518241
1648,133245.062188381
1649,136209.599241742
1650,119291.64675223
1651,120977.170098533
1652,99746.3281919279
1653,107180.556305536
1654,141801.402001418
1655,137890.421234901
1656,134820.356688908
1657,142035.678040732
1658,140385.367980529
1659,127554.536259963
1660,157984.93851122
1661,426774.259032106
1662,386394.58052647
1663,369959.092548784
1664,475578.785013434
1665,298904.487496195
1666,330568.717646898
1667,366035.453868057
1668,337595.640837705
1669,298682.567253872
1670,336451.062147622
1671,272418.782516492
1672,424909.674386449
1673,296164.901872116
1674,245190.39054637
1675,196148.049765631
1676,201552.379989918
1677,220690.433792893
1678,468846.980122828
1679,389260.384135338
1680,330376.338382735
1681,243886.114081238
1682,318162.732919468
1683,187771.824707382
1684,168439.17359334
1685,167064.292009851
1686,170063.495087934
1687,161298.789302664
1688,191719.015710872
1689,189643.467566644
1690,197090.090408923
1691,177596.016414158
1692,260430.924219169
1693,162834.090598708
1694,180361.32639932
1695,162207.813382377
1696,278906.301761143
1697,171143.88806286
1698,342009.678295395
1699,302241.687650883
1700,260890.274299229
1701,271511.062215196
1702,249647.394935901
1703,245681.383225473
1704,292336.932729605
1705,236593.638705297
1706,421559.254635195
1707,218686.371520537
1708,205141.757368332
1709,265048.220180395
1710,224277.172968154
1711,270779.726176184
1712,268401.139460375
1713,282160.947060285
1714,226031.372683969
1715,209142.929595221
1716,182463.503246235
1717,169144.132629738
1718,134419.652097216
1719,213888.022254998
1720,241375.415373828
1721,160084.895985924
1722,122165.237132755
1723,160294.529954582
1724,212955.391125408
1725,234735.681264157
1726,183707.297266467
1727,153219.243867525
1728,175902.462842292
1729,170288.95238685
1730,155228.56436786
1731,124807.26385662
1732,134297.323810265
1733,116946.378238234
1734,122383.950778768
1735,122728.703670927
1736,116311.256263498
1737,294668.859807565
1738,236920.201439863
1739,274394.452800089
1740,231110.108255273
1741,196886.100581252
1742,181803.983027174
1743,180791.430629857
1744,291589.99548515
1745,221170.334120461
1746,195384.895213006
1747,214393.609273268
1748,231225.651209616
1749,140493.792589218
1750,128727.881936449
1751,234394.829522234
1752,123602.052457717
1753,155091.057844717
1754,203729.899242292
1755,168727.742021143
1756,143597.035478581
1757,125698.875264878
1758,139852.068107635
1759,155037.41032074
1760,158255.026220464
1761,147788.910678738
1762,187037.496683835
1763,172300.418011142
1764,113021.918600637
1765,180395.775198347
1766,188297.207525254
1767,233931.340188381
1768,140362.605628011
1769,171480.603819196
1770,152831.958944302
1771,125395.630995288
1772,129231.142499987
1773,122941.302502824
1774,140459.204769948
1775,143470.542797774
1776,125347.927398508
1777,115585.603592033
1778,141799.657539023
1779,109859.876968031
1780,170964.904670426
1781,125756.373710554
1782,92308.6644630147
1783,143916.80604622
1784,109474.895263325
1785,124259.288392671
1786,201882.141117095
1787,163971.809054363
1788,62863.0970071011
1789,96780.0848275826
1790,80030.9250909664
1791,191480.250461862
1792,160128.673789885
1793,126364.613049105
1794,155016.883317467
1795,132918.875947731
1796,122879.430257931
1797,125976.112132276
1798,128706.872581433
1799,116971.224867931
1800,127584.069366876
1801,138640.279512489
1802,129888.390720421
1803,153639.50227509
1804,138505.829628576
1805,133763.898241552
1806,123786.977583171
1807,131034.361402423
1808,115163.506009634
1809,118520.256759168
1810,137847.014542215
1811,90157.1941697034
1812,97531.4499096389
1813,124318.654723801
1814,93515.0018346883
1815,56929.8353548791
1816,107039.951546648
1817,100198.631979513
1818,160570.678005579
1819,127441.26936972
1820,54749.8368973995
1821,110532.860252615
1822,153696.94286136
1823,36888.1958047462
1824,132146.659582922
1825,134438.809135886
1826,104251.063323602
1827,103856.67399878
1828,137870.18873535
1829,122096.320182442
1830,148297.089002118
1831,149580.355631853
1832,79073.3632069866
1833,140251.500283867
1834,116502.726412148
1835,119633.927992309
1836,130081.813270875
1837,75179.1709261109
1838,125996.916725133
1839,115274.063752063
1840,169196.861063629
1841,144582.951741934
1842,95029.089073191
1843,131492.927937406
1844,131690.194583748
1845,133385.699386959
1846,154000.616414032
1847,163166.752158761
1848,49759.9252352688
1849,103031.935514958
1850,115103.996101568
1851,154412.70065039
1852,118008.514660272
1853,125735.226589034
1854,170348.709490885
1855,149470.347531217
1856,230332.69806731
1857,145668.895031335
1858,137896.384842729
1859,108579.642227274
1860,144060.672974581
1861,110485.467594209
1862,288295.347305301
1863,274390.526109121
1864,274281.288869739
1865,356908.779256385
1866,334442.053083171
1867,225532.928854705
1868,298767.104028896
1869,207290.9828635
1870,232374.106948704
1871,250400.925676991
1872,167069.405823825
1873,249577.396442595
1874,155732.505937571
1875,207069.240639589
1876,201644.769679303
1877,218457.226729603
1878,200002.572327077
1879,131892.203968122
1880,136869.889759034
1881,259352.131666434
1882,249860.588558795
1883,186297.920966865
1884,203816.390250826
1885,245561.949572453
1886,288698.36310233
1887,211354.886618024
1888,275623.540774255
1889,168185.45339352
1890,118770.009032169
1891,132714.674603071
1892,97860.1015918745
1893,136368.652891037
1894,129948.659195808
1895,129535.732911763
1896,128589.861949178
1897,111227.373352315
1898,116736.889149853
1899,170601.426932076
1900,161494.477349841
1901,170004.46739186
1902,155309.135179507
1903,206442.373967131
1904,146839.541463486
1905,192913.188597268
1906,170237.785055108
1907,208034.94941586
1908,109044.355727667
1909,127960.923905688
1910,118334.772094417
1911,223984.405791578
1912,312538.084090304
1913,149502.277522008
1914,76510.5891236896
1915,303097.997733424
1916,67095.4064106366
1917,242711.410107139
1918,136461.90672112
1919,168719.977418934
1920,166225.447212747
1921,374240.938854942
1922,316364.218839492
1923,231514.255629073
1924,235027.657212551
1925,201932.82175437
1926,376630.777605805
1927,126793.109948238
1928,154092.725162467
1929,129583.518646302
1930,132976.196783756
1931,129997.157525682
1932,136347.383898501
1933,190615.715184088
1934,185648.777024726
1935,172356.315364135
1936,200936.303599346
1937,183404.494062933
1938,171099.100806976
1939,242305.833293429
1940,185276.696102359
1941,173969.444794047
1942,183684.709575993
1943,212087.820644347
1944,339596.557136941
1945,380013.990903288
1946,160315.985167315
1947,303414.72875277
1948,196785.566497923
1949,242123.418754151
1950,187838.703051245
1951,249992.523113329
1952,207536.511223901
1953,171261.039300478
1954,188153.325311612
1955,137906.887889476
1956,304616.840937585
1957,158603.446103449
1958,308593.273835796
1959,137669.157834445
1960,111411.7610114
1961,121702.326571905
1962,97324.3912213064
1963,107675.622152985
1964,111340.823800345
1965,141380.155878573
1966,138067.999668721
1967,298621.898902053
1968,402692.015998611
1969,381060.826655298
1970,422321.071127173
1971,442515.962428545
1972,378771.489790782
1973,263561.910198775
1974,328145.194663427
1975,456854.758993699
1976,279101.012099077
1977,371140.991894663
1978,357779.360529669
1979,324447.951327854
1980,203815.925476419
1981,347044.501296173
1982,221266.364959471
1983,199632.604237354
1984,166737.261419867
1985,237941.904306753
1986,222544.270170775
1987,182148.888117515
1988,171312.388810223
1989,193237.839423955
1990,213962.465404513
1991,232605.388297025
1992,223468.769469199
1993,156499.137431112
1994,234552.345176113
1995,185927.540619735
1996,260808.878794255
1997,305202.908245093
1998,320457.267576705
1999,267558.197240931
2000,309381.727968255
2001,271434.967975955
2002,252307.208370451
2003,265965.776440801
2004,292624.625362611
2005,223290.575691181
2006,219069.26489857
2007,250598.765440487
2008,215010.367663099
2009,201113.36049911
2010,191217.30663806
2011,132272.104971305
2012,165940.851368951
2013,176837.050845668
2014,185202.710042654
2015,210955.868212337
2016,195647.771110217
2017,192982.435067115
2018,127298.75721597
2019,134724.195594644
2020,96630.4771842623
2021,101089.037704285
2022,195346.368428554
2023,140366.603246211
2024,261494.824174846
2025,349548.135783005
2026,179063.704051247
2027,161109.87402055
2028,153342.002803225
2029,169224.634549673
2030,265508.267709904
2031,242263.898288609
2032,250790.820279456
2033,258366.45279538
2034,171957.734383471
2035,234926.886894013
2036,201575.03963894
2037,209352.904523695
2038,300545.570941074
2039,235271.669436239
2040,331619.737945982
2041,281464.075953066
2042,205131.680779222
2043,183286.134960444
2044,175604.60906748
2045,208790.537566164
2046,135463.811571001
2047,143060.682727316
2048,138186.438622938
2049,137976.507857498
2050,169938.848608561
2051,99045.8435198198
2052,118179.652757666
2053,145034.526036437
2054,100975.123981282
2055,149534.751659359
2056,139836.453087168
2057,104214.411166654
2058,218873.578320112
2059,125036.675710548
2060,178652.543297435
2061,167346.717945078
2062,129706.783472361
2063,117506.25408088
2064,136142.73186147
2065,115449.052295003
2066,167053.780421328
2067,116267.815160501
2068,142251.527290075
2069,78091.2310809224
2070,115581.724589026
2071,98189.2627967182
2072,139098.972798717
2073,133933.493231822
2074,203234.932636155
2075,145142.750605485
2076,120855.062548865
2077,152429.926602658
2078,130157.03962809
2079,133674.515973983
2080,124045.725044515
2081,128730.110842405
2082,133044.766515498
2083,143231.995306619
2084,120743.269570781
2085,115767.787066736
2086,118572.580552426
2087,116454.890664546
2088,93247.3363990675
2089,81885.4662542727
2090,129210.827317727
2091,102116.497909286
2092,119897.184960644
2093,116364.00375732
2094,106828.611153362
2095,135272.295344714
2096,77905.4279297464
2097,98864.5288825092
2098,145882.036174203
2099,55443.8315625954
2100,82451.4908102947
2101,108325.231929056
2102,124460.974261563
2103,95768.9922949844
2104,134320.300124918
2105,119397.006661721
2106,47976.0024724386
2107,212659.255081687
2108,111658.896168023
2109,107787.248130648
2110,125628.994900004
2111,136837.7732008
2112,139725.449460502
2113,113496.324002002
2114,123770.125751926
2115,162414.276470811
2116,116841.928703128
2117,146826.275975537
2118,115189.003532888
2119,123972.363040044
2120,114486.614437603
2121,108078.494442922
2122,126581.943002361
2123,78791.9801123688
2124,155427.75385494
2125,124550.995023542
2126,153157.905864812
2127,169011.069526772
2128,130155.717415688
2129,83491.1005236004
2130,137166.697354244
2131,168299.454181224
2132,111867.899392503
2133,126382.226667933
2134,125156.265030483
2135,93618.8000646056
2136,77964.7059038395
2137,110459.026791831
2138,123221.816770193
2139,145943.413665721
2140,144240.955041095
2141,154308.108007268
2142,123895.577937628
2143,161465.043338523
2144,116263.583907713
2145,139004.968026677
2146,181616.585275888
2147,132503.696874286
2148,134090.279737521
2149,144344.368275168
2150,229306.84614171
2151,120390.4379067
2152,184160.9029805
2153,185758.860752687
2154,102281.113763417
2155,143230.614817437
2156,266502.053023538
2157,233310.593142045
2158,232003.763448313
2159,204982.555357912
2160,173950.287527687
2161,235144.120925543
2162,398878.607339767
2163,346701.206955092
2164,246656.073407085
2165,202406.640561957
2166,160450.305457383
2167,221713.297679248
2168,201547.018763037
2169,192498.760936418
2170,225622.690384247
2171,150990.6146035
2172,127155.133170168
2173,169148.991388396
2174,229532.394359671
2175,298008.975149916
2176,316852.227639772
2177,243951.710045248
2178,205634.108411512
2179,138066.837013796
2180,236116.591603798
2181,185307.203785369
2182,219078.34119838
2183,185920.986919441
2184,115668.399530303
2185,115805.293475359
2186,152802.000744196
2187,150105.127280538
2188,153062.076393768
2189,281720.617832328
2190,76973.5821542979
2191,72880.6927901702
2192,81807.1920901391
2193,106703.783586983
2194,101434.703759491
2195,119945.335860456
2196,102069.694928231
2197,125419.571673462
2198,162078.240009424
2199,181485.255923763
2200,153090.81296479
2201,138762.733656031
2202,207068.848746532
2203,140192.138514899
2204,176571.50272335
2205,121527.945309508
2206,145403.040124503
2207,214150.624621603
2208,260798.750690681
2209,248276.153688116
2210,120231.253452752
2211,116657.402614501
2212,127301.543179055
2213,109532.333932297
2214,120580.758770173
2215,102333.409618687
2216,149686.181234375
2217,61777.1059300959
2218,85198.3071655891
2219,79369.295900201
2220,73669.8542814013
2221,304479.901357957
2222,277061.782840547
2223,305717.242338275
2224,207054.959615716
2225,126711.606570135
2226,189759.146370255
2227,193418.564218366
2228,274710.294145526
2229,249529.192716622
2230,151865.158140624
2231,205431.198001739
2232,181994.723219183
2233,162047.081410619
2234,236749.618781503
2235,224295.170932081
2236,263939.466838591
2237,336517.132502864
2238,206767.75171567
2239,105296.035779382
2240,160184.683841683
2241,146073.654226174
2242,120959.496860073
2243,127594.167189541
2244,99802.4759329901
2245,103004.460363191
2246,138987.536857179
2247,116795.831879265
2248,130007.19090589
2249,118564.153637103
2250,130111.70493539
2251,130661.704323134
2252,186214.852894794
2253,149712.423689659
2254,171097.825396444
2255,190492.75453051
2256,170832.476929298
2257,214427.926217554
2258,157094.910646623
2259,177319.112140805
2260,158022.360935737
2261,191246.424196653
2262,213823.847033649
2263,359706.591403208
2264,442116.517639001
2265,187225.285902311
2266,297402.84742909
2267,381883.826801014
2268,388317.714736068
2269,156472.284263838
2270,186809.272344432
2271,217548.015378424
2272,190501.771644516
2273,155948.034218164
2274,185757.660385638
2275,174247.699440394
2276,189187.807783697
2277,187923.689368919
2278,146913.321586444
2279,133782.251899588
2280,118634.742531162
2281,165147.075915848
2282,186787.286441287
2283,108447.223427212
2284,114781.350496653
2285,141862.993283832
2286,125364.974639125
2287,360072.486767576
2288,277514.226016205
2289,376552.277449673
2290,440914.839140944
2291,327329.677475234
2292,416737.266907503
2293,450381.967806549
2294,384945.619506278
2295,471067.388895897
2296,297275.07136809
2297,334732.779529896
2298,339216.861529634
2299,357441.467616467
2300,336588.630685608
2301,303776.027633928
2302,257011.359988929
2303,236728.243595767
2304,253519.154547183
2305,202433.907931485
2306,197000.101643383
2307,199770.489525234
2308,219986.970558602
2309,280728.258443554
2310,209424.451525062
2311,207713.292397262
2312,171565.827637587
2313,164464.255622242
2314,168770.486829714
2315,171397.135260841
2316,191922.414397201
2317,202471.573547798
2318,174918.300768774
2319,176133.719610827
2320,180438.848248787
2321,250965.97768616
2322,182120.726185582
2323,198129.956002505
2324,175534.929219533
2325,213615.361876241
2326,163369.372798064
2327,201595.953272617
2328,220445.004747199
2329,191472.960383915
2330,182787.867021249
2331,351244.388274725
2332,390489.528976031
2333,315441.820064524
2334,254425.314041028
2335,269190.921402952
2336,315516.617531807
2337,205113.477028981
2338,275932.09256104
2339,217513.617495856
2340,401633.1318898
2341,224656.660609549
2342,237709.842655171
2343,229702.949084097
2344,224186.781294162
2345,241356.237112998
2346,214059.950423427
2347,203355.520458134
2348,240357.091697333
2349,186319.421087958
2350,305613.624951548
2351,262015.51351996
2352,251507.362475038
2353,262961.487089886
2354,137254.72610008
2355,137480.047926581
2356,146688.782819526
2357,187998.716371722
2358,193612.007365584
2359,135291.272437831
2360,114302.16929567
2361,151438.643170856
2362,278593.684512143
2363,144790.138154787
2364,165176.726402362
2365,222012.04337839
2366,187311.922161304
2367,219170.184739834
2368,221674.462982858
2369,218107.931787646
2370,169774.770466606
2371,168597.508349453
2372,192182.742015041
2373,276238.293252763
2374,311754.570328558
2375,259156.10729939
2376,299588.246848739
2377,342515.066126325
2378,146805.886854414
2379,223194.468300953
2380,140074.999428966
2381,171282.927629886
2382,202007.883045211
2383,205036.949120742
2384,254284.369002558
2385,159051.366717598
2386,131390.25299274
2387,132090.205337414
2388,112750.036416842
2389,111645.867830519
2390,142746.296166694
2391,138035.853168837
2392,118564.459059265
2393,162377.910188304
2394,140508.957972549
2395,210021.654873254
2396,145462.332083286
2397,220840.315144091
2398,131253.811076388
2399,62454.0013362658
2400,75643.9793571992
2401,126514.44408963
2402,129545.011328113
2403,131724.947489981
2404,143325.362628725
2405,153527.013345996
2406,140197.819556336
2407,129468.614232324
2408,140474.443084894
2409,120823.12117179
2410,168958.01074881
2411,114580.883710771
2412,155535.312544978
2413,128681.7157701
2414,154036.408678384
2415,120166.745695931
2416,124707.58673301
2417,145068.167193829
2418,139001.997236246
2419,131573.925445249
2420,122862.57410902
2421,152042.418097761
2422,110013.514488426
2423,112035.549509222
2424,153457.50011497
2425,256223.198661831
2426,140033.90301251
2427,122411.846304809
2428,174135.400207218
2429,120524.393419118
2430,132002.742604834
2431,104576.241061091
2432,149524.083348205
2433,149658.390460226
2434,143131.384367811
2435,156976.542273739
2436,109507.845598806
2437,104997.104654756
2438,119073.76545491
2439,96567.1865905256
2440,117625.158778203
2441,91261.142990731
2442,98489.9256632032
2443,131657.520595996
2444,132701.283837878
2445,84827.7480619626
2446,142747.186067604
2447,181079.132788372
2448,126090.87417511
2449,110029.919907155
2450,149821.747520612
2451,117296.307984547
2452,212880.199878763
2453,90794.5558546295
2454,122728.379000899
2455,123719.021954973
2456,137703.511773869
2457,134212.697150266
2458,133503.129836622
2459,114156.788741165
2460,135128.114262262
2461,130736.018424722
2462,136412.479196426
2463,122318.749794129
2464,188889.567372152
2465,135527.938825217
2466,117897.728200622
2467,120412.613225243
2468,77921.6900123917
2469,72135.7426714744
2470,199898.036003755
2471,210729.097183882
2472,167776.03585334
2473,117811.469432419
2474,65915.5022514584
2475,225550.836761235
2476,111306.989786486
2477,118292.007994641
2478,147678.662321113
2479,101971.787952975
2480,164452.079542572
2481,130546.540067652
2482,117853.901075475
2483,111385.94034775
2484,121930.545883349
2485,123483.581663889
2486,155535.930124138
2487,202242.090448718
2488,171528.010559071
2489,157101.054323192
2490,156380.774616643
2491,90585.4017472904
2492,184992.389558837
2493,141097.452537789
2494,143616.742193789
2495,83943.3391190506
2496,225739.585977898
2497,153594.781038106
2498,109398.173451763
2499,77445.1612854137
2500,136715.684620839
2501,139257.144927852
2502,148151.803417291
2503,98187.8318099054
2504,221411.987534568
2505,221008.854175689
2506,253385.915529816
2507,296378.32812641
2508,254662.633549257
2509,211528.806413991
2510,207722.06089331
2511,173454.247210566
2512,209552.121913292
2513,218683.734607602
2514,264563.603071234
2515,151321.375237289
2516,171582.524928175
2517,146942.954846947
2518,155378.901045883
2519,229943.423205856
2520,214952.178874817
2521,182375.586050924
2522,225076.742694047
2523,115022.360380145
2524,125090.869870274
2525,141608.470588568
2526,134315.492605766
2527,121022.692419625
2528,127133.160396748
2529,133685.788124962
2530,122318.342057988
2531,261821.733063616
2532,227484.499365572
2533,192708.826411579
2534,223602.254104887
2535,297901.783741636
2536,232120.24041865
2537,250780.027473623
2538,177332.241493086
2539,187539.86498084
2540,174685.403529827
2541,172663.111362571
2542,155700.53485958
2543,118809.525024964
2544,126874.68180679
2545,130980.042514578
2546,116913.871501822
2547,138004.638864515
2548,156909.042787716
2549,165796.080830016
2550,219555.818039365
2551,133025.263584712
2552,137621.060922721
2553,71113.355911773
2554,90806.2955291173
2555,124560.753568553
2556,99220.6588109919
2557,108892.920366739
2558,177381.305392265
2559,139480.351507697
2560,155603.67328139
2561,156732.639509743
2562,146058.132368978
2563,161543.48741491
2564,193718.908296991
2565,147042.440263144
2566,165323.086065654
2567,135914.128951312
2568,217449.493480231
2569,228278.185662405
2570,117951.118895686
2571,195631.083486186
2572,155873.968563423
2573,222110.129589283
2574,277892.578085747
2575,130302.110100483
2576,115229.951878092
2577,142027.174277153
2578,91065.9201023429
2579,58264.3722584177
2580,111476.024188154
2581,131734.936913578
2582,119181.019078254
2583,285309.439126561
2584,172786.938919241
2585,183354.726362787
2586,230639.262885914
2587,204859.513618813
2588,155875.439564368
2589,145706.331270452
2590,205188.806156189
2591,216116.300693094
2592,212345.720176107
2593,261661.170760986
2594,170774.577408588
2595,187746.046478998
2596,302314.580633052
2597,183525.790737576
2598,284103.874548288
2599,329478.163531863
2600,212657.333213631
2601,172211.069785386
2602,81025.5052864462
2603,88618.8065801205
2604,87262.3954263206
2605,76889.4374650231
2606,137748.941644449
2607,219413.436930322
2608,211812.614012999
2609,158219.801759479
2610,107481.755703347
2611,130335.839631386
2612,157599.149928552
2613,135076.397657353
2614,131242.778388638
2615,154679.670604379
2616,148660.486672741
2617,189205.974062508
2618,232238.325357262
2619,212335.89089576
2620,191260.701810495
2621,174590.821791628
2622,182922.108882328
2623,234612.260332189
2624,313274.822266573
2625,290863.392645147
2626,170675.352567063
2627,166705.999784277
2628,457086.156227484
2629,459777.149602872
2630,354372.681259034
2631,456413.353187824
2632,401058.659071973
2633,308991.884588354
2634,400938.28338947
2635,158537.105691497
2636,175454.863154165
2637,179930.44476296
2638,265534.60435456
2639,187311.047921892
2640,150071.20472034
2641,113587.495196097
2642,197417.183822016
2643,109204.386677651
2644,113736.714778709
2645,112625.817380204
2646,97114.0177165145
2647,105516.933282719
2648,149837.450549447
2649,156515.262370136
2650,143405.838388573
2651,134887.336151709
2652,397611.476800337
2653,245492.417588465
2654,253133.33048376
2655,390035.7535085
2656,321618.006411432
2657,353423.002587775
2658,302283.503235783
2659,306031.741445541
2660,358049.802465842
2661,357059.900203468
2662,359222.806493405
2663,296104.425853494
2664,266989.860197288
2665,335232.123642892
2666,283664.258745534
2667,162733.054757879
2668,174734.633767795
2669,179006.613523043
2670,282189.627984205
2671,181725.764202096
2672,199552.086106977
2673,210084.838581519
2674,207694.726722766
2675,173085.182803261
2676,184616.972314676
2677,201403.980175739
2678,259031.499305142
2679,269221.737686473
2680,285041.822801637
2681,395596.086528444
2682,321887.962420423
2683,408904.790436512
2684,314783.420593543
2685,323082.544079683
2686,254310.505489133
2687,332856.306206765
2688,213621.166679344
2689,204959.260845486
2690,419984.243713339
2691,187797.338315173
2692,132909.61926351
2693,199635.721490891
2694,128442.687076804
2695,189026.96669333
2696,177705.693892512
2697,190417.864289494
2698,200006.556809195
2699,178783.917758138
2700,150347.853139766
2701,142651.45969559
2702,98759.4324477746
2703,116710.511745899
2704,139809.363261053
2705,117420.668049769
2706,108758.772513754
2707,122015.77910607
2708,136100.432813838
2709,104918.393245039
2710,133132.892719773
2711,260339.247321618
2712,382691.859170879
2713,170717.204730438
2714,145836.263773065
2715,170906.992376858
2716,141943.32046056
2717,189764.967421703
2718,219500.74360639
2719,153578.486808672
2720,172372.510273709
2721,132282.180957099
2722,152537.03192509
2723,137152.300935809
2724,124675.422956348
2725,131791.570076446
2726,155727.813205981
2727,188492.129187594
2728,183544.702366729
2729,152468.582497027
2730,146293.404203008
2731,139814.207955492
2732,142578.772428369
2733,162905.443736418
2734,149710.399519227
2735,135414.358091373
2736,150777.412369081
2737,122923.028620542
2738,127515.41770533
2739,160829.295883225
2740,140102.95863294
2741,145645.150875787
2742,150182.1170208
2743,152026.093885968
2744,160467.41171604
2745,139318.313547938
2746,142568.040219326
2747,140318.578961171
2748,121274.5870376
2749,132918.271138218
2750,144365.353841285
2751,139401.251172337
2752,209749.648745393
2753,156168.103322224
2754,244404.391488168
2755,140900.600367898
2756,102368.903486568
2757,66532.1974188564
2758,97738.3692573054
2759,163728.953766782
2760,128654.789767024
2761,143652.1151868
2762,139310.630965204
2763,184324.515465311
2764,138897.705628218
2765,301123.713440326
2766,132737.353696584
2767,90699.9835255595
2768,129132.673083961
2769,135498.451280652
2770,137936.491848374
2771,113170.880299803
2772,107146.943382833
2773,180782.375703915
2774,140879.578970979
2775,119273.629773478
2776,137659.059152503
2777,134367.193556615
2778,116021.274650338
2779,111603.315491318
2780,93420.4967299303
2781,99093.6182998274
2782,94850.9757477189
2783,101178.899724319
2784,115935.864250316
2785,142971.626205776
2786,66063.2872295155
2787,123518.578612488
2788,71631.9269975217
2789,185257.331196913
2790,105079.246489416
2791,131931.740406764
2792,56810.691287883
2793,172113.012026392
2794,93653.4112590067
2795,121770.799418063
2796,105321.228537543
2797,222997.328253613
2798,111037.30772947
2799,114077.038338322
2800,60968.6674427719
2801,107889.526201414
2802,126046.976735347
2803,165322.304222201
2804,135302.885934086
2805,104352.096370789
2806,77163.0218727264
2807,165401.057893969
2808,149085.394574599
2809,138077.609721852
2810,130406.132504404
2811,179955.016924875
2812,165050.471222433
2813,146823.997931424
2814,141056.595591062
2815,106128.121430857
2816,240847.459199859
2817,169012.569206777
2818,131298.600105458
2819,156789.358620521
2820,133391.049302425
2821,113246.045166075
2822,203170.940381308
2823,336329.676921136
2824,193808.985583927
2825,146782.985334951
2826,131604.486081413
2827,137265.423308431
2828,229378.9157551
2829,223812.86459972
2830,238920.523077232
2831,171120.635561193
2832,261811.383176194
2833,311819.414307452
2834,221379.59959611
2835,216881.537095829
2836,185412.891369487
2837,158357.553374191
2838,146198.050799317
2839,166793.987264307
2840,209061.377598601
2841,198382.763098928
2842,228866.262348771
2843,151504.458687396
2844,174690.198609809
2845,129405.805487171
2846,205220.427456791
2847,207409.23334723
2848,219130.112311353
